"police_department","state","ORI","civilian_complaints_sustained_2020","civilian_complaints_reported_2020","discrimination_complaints_reported_2020","discrimination_complaints_sustained_2020"
"Mansfield Township Police-Burlington","NJ","",0,NA,0,0
"Mansfield Township Police-Warren","NJ","",0,NA,0,0
"Mantua Township Police","NJ","NJ0081000",0,NA,0,0
"Manville Police","NJ","NJ0181100",0,NA,0,0
"Maple Shade Police","NJ","",0,NA,0,0
"Maplewood Police","NJ","NJ0071100",0,NA,0,0
"Margate Police","NJ","",0,NA,0,0
"Marlboro Township Police","NJ","NJ0132800",0,NA,0,0
"Matawan Police","NJ","",0,NA,0,0
"Maywood Police","NJ","NJ0023400",0,NA,0,0
"Medford Township Police","NJ","NJ0032100",0,NA,0,0
"Mendham Boro Police","NJ","",0,NA,0,0
"Mendham Township Police","NJ","NJ0141900",0,NA,0,0
"Mercer County Prosecutor Offfice","NJ","",0,NA,0,0
"Mercer County Sheriff's Department","NJ","",0,NA,0,0
"Merchantville Police","NJ","",0,NA,0,0
"Metuchen Police","NJ","NJ0121000",0,NA,0,0
"Middle Township Police","NJ","NJ0050600",0,NA,0,0
"Middlesex Boro Police","NJ","",0,NA,0,0
"Middlesex County Prosecutors Office","NJ","",0,NA,0,0
"Middlesex County Sheriff's Department","NJ","NJ0120000",0,NA,0,0
"Middlesex County Doc","NJ","",0,NA,0,0
"Middletown Police","NJ","",0,NA,0,0
"Millburn Police","NJ","NJ0071200",0,NA,0,0
"Millville Police","NJ","NJ0061000",0,NA,0,0
"Monmouth Beach Police","NJ","NJ0133300",0,NA,0,0
"Monmouth County Prosecutors Office","NJ","",0,NA,0,0
"Monmouth County Sheriff's Department","NJ","",0,NA,0,0
"Monmouth County Doc","NJ","",0,NA,0,0
"Monmouth University Police","NJ","",0,NA,0,0
"Monroe Township Police-Gloucester","NJ","",0,NA,0,0
"Monroe Township-Middlesex","NJ","",0,NA,0,0
"Montclair Police","NJ","NJ0071300",10,35,0,0
"Montgomery Township Police","NJ","NJ0181300",0,NA,0,0
"Montvale Police Department","NJ","NJ0023600",0,NA,0,0
"Montville Township Police","NJ","NJ0142100",0,NA,0,0
"Morris County Prosecutors Office","NJ","",0,NA,0,0
"Morris County Sheriff's Department","NJ","",0,NA,0,0
"Morris County Doc","NJ","",0,NA,0,0
"Morris County Park Police","NJ","NJ0149100",0,NA,0,0
"Morris Plains Police","NJ","",0,NA,0,0
"Morris Township Police","NJ","NJ0142200",0,NA,0,0
"Morristown Police","NJ","NJ0142400",0,NA,0,0
"Mount Arlington Boro Police","NJ","",0,NA,0,0
"Mount Holly Police","NJ","",0,NA,0,0
"Mount Laurel Township Police","NJ","NJ0032500",0,NA,0,0
"Mount Olive Township Police","NJ","NJ0142700",0,NA,0,0
"Mountain Lakes Police","NJ","NJ0142500",0,NA,0,0
"Mountainside Police","NJ","NJ0201000",0,NA,0,0
"Mt. Ephraim Police","NJ","",0,NA,0,0
"Mullica Township Police","NJ","NJ0011700",0,NA,0,0
"Neptune City Police","NJ","NJ0133500",2,17,0,0
"Neptune Township Police","NJ","NJ0133400",0,NA,0,0
"New Brunswick Police","NJ","NJ0121400",0,NA,0,0
"New Hanover Township Police Department","NJ","NJ0032600",0,NA,0,0
"New Jersey Institute Of Technol","NJ","",0,NA,0,0
"New Jersey State Parole","NJ","",0,NA,0,0
"New Jersey State Police Department","NJ","",0,NA,0,0
"New Jersey Transit Police Department","NJ","",0,NA,0,0
"New Milford Police","NJ","NJ0023800",0,NA,0,0
"New Providence Police","NJ","NJ0201100",0,NA,0,0
"Newark Police Department","NJ","NJNPD1000",0,NA,0,0
"Newton Police","NJ","NJ0191500",0,NA,0,0
"Nj Department Of Corrections","NJ","",0,NA,0,0
"Nj Department Of Human Services","NJ","",0,NA,0,0
"Nj Div Criminal Justice - Trenton","NJ","",0,NA,0,0
"Nj Division Of Fish And Wildlife","NJ","",0,NA,0,0
"North Arlington Police","NJ","NJ0023900",0,NA,0,0
"North Bergen Police","NJ","NJ0090800",16,43,0,0
"North Brunswick Township Police","NJ","",0,NA,0,0
"North Caldwell Police","NJ","NJ0071500",0,NA,0,0
"North Haledon Police","NJ","NJ0160600",0,NA,0,0
"North Hanover Township Police","NJ","NJ0032700",0,NA,0,0
"North Plainfield Police","NJ","NJ0181400",0,NA,0,0
"North Wildwood City Police","NJ","",0,NA,0,0
"Northfield Police","NJ","NJ0011800",0,NA,0,0
"Northvale Police","NJ","NJ0024000",0,NA,0,0
"Nutley Police","NJ","NJ0071600",0,NA,0,0
"Oakland Police","NJ","",0,NA,0,0
"Oaklyn Boro Police","NJ","",0,NA,0,0
"Ocean City Police","NJ","NJ0050800",0,NA,0,0
"Ocean County Prosecutors Office","NJ","",0,NA,0,0
"Ocean County Sheriffs Department","NJ","",0,NA,0,0
"Ocean Township Police-Monmouth","NJ","",0,NA,0,0
"Ocean Township Police-Ocean","NJ","",0,NA,0,0
"Oceangate Boro Police","NJ","",0,NA,0,0
"Old Bridge Township Police","NJ","NJ0120900",0,NA,0,0
"Oradell Police","NJ","NJ0024400",0,NA,0,0
"Orange Police","NJ","NJ0071700",5,41,0,0
"Palisades Inter. Parkway Police","NJ","",0,NA,0,0
"Palisades Park Police","NJ","NJ0024500",0,NA,0,0
"Paramus Police","NJ","NJ0024600",0,NA,0,0
"Park Police","NJ","",0,NA,0,0
"Park Ridge Police","NJ","NJ0024700",0,NA,0,0
"Parsippany-Troy Hills Police","NJ","NJ0142900",7,18,0,0
"Passaic County Prosecutors Office","NJ","",0,NA,0,0
"Passaic County Sheriff's Department","NJ","",0,NA,0,0
"Passaic Police","NJ","NJ0160700",0,NA,0,0
"Paulsboro Police","NJ","NJ0081400",0,NA,0,0
"Peapack-Gladstone Police","NJ","",0,NA,0,0
"Pemberton Township Police","NJ","NJ0033000",0,NA,0,0
"Penns Grove Police","NJ","NJ0170800",0,NA,0,0
"Pennsauken Township Police","NJ","",0,NA,0,0
"Pennsville Police","NJ","NJ0170500",0,NA,0,0
"Perth Amboy Police Department","NJ","NJ0121600",0,NA,0,0
"Phillipsburg Police","NJ","NJ0211900",0,NA,0,0
"Pine Hill Police","NJ","",0,NA,0,0
"Piscataway Township Police","NJ","NJ0121700",0,NA,0,0
"Pitman Police","NJ","NJ0081500",0,NA,0,0
"Plainfield Police Department","NJ","NJ0201200",0,NA,0,0
"Plainsboro Township Police","NJ","",0,NA,0,0
"Pleasantville Police","NJ","NJ0011900",0,NA,0,0
"Point Pleasant Beach Police","NJ","NJ0152500",0,NA,0,0
"Point Pleasant Boro Police","NJ","",0,NA,0,0
"Pompton Lakes Boro Police","NJ","",0,NA,0,0
"Princeton Police","NJ","",0,NA,0,0
"Princeton University Police","NJ","",0,NA,0,0
"Rahway Police","NJ","NJ0201300",0,NA,0,0
"Ramsey Police","NJ","NJ0024800",0,NA,0,0
"Randolph Township Police","NJ","NJ0143200",0,NA,0,0
"Raritan Police","NJ","",0,NA,0,0
"Raritan Township Police","NJ","NJ0102100",0,NA,0,0
"Readington Police","NJ","",0,NA,0,0
"Red Bank Police","NJ","NJ0134000",0,NA,0,0
"Ridgefield Boro Police","NJ","",0,NA,0,0
"Ridgefield Park Police","NJ","NJ0025000",0,NA,0,0
"Ringwood Boro Police","NJ","",0,NA,0,0
"River Edge Police","NJ","NJ0025200",0,NA,0,0
"Riverdale Police","NJ","NJ0143300",3,7,0,0
"Riverside Police","NJ","",0,NA,0,0
"Riverton Boro Police","NJ","",0,NA,0,0
"Robbinsville Township Police Department","NJ","",0,NA,0,0
"Rochelle Park Police","NJ","NJ0025400",0,NA,0,0
"Rockaway Township Police","NJ","NJ0143500",0,NA,0,0
"Roseland Police","NJ","",0,NA,0,0
"Roselle Park Police","NJ","",0,NA,0,0
"Roselle Police","NJ","",0,NA,0,0
"Rowan University Of Nj","NJ","",0,NA,0,0
"Rumson Police","NJ","",0,NA,0,0
"Runnemede Police","NJ","NJ0043000",1,4,0,0
"Rutgers University Police","NJ","",0,NA,0,0
"Rutherford Police","NJ","NJ0025600",0,NA,0,0
"Saddle Brook Police","NJ","NJ0025700",0,NA,0,0
"Saddle River Police","NJ","NJ0025800",0,NA,0,0
"Salem County Prosecutors Office","NJ","",0,NA,0,0
"Salem Police","NJ","NJ0171200",0,NA,0,0
"Sayreville Police","NJ","NJ0121900",0,NA,0,0
"Scotch Plains Police","NJ","NJ0201600",0,NA,0,0
"Sea Bright Police","NJ","NJ0134300",0,NA,0,0
"Sea Girt Police","NJ","NJ0134400",0,NA,0,0
"Sea Isle City Police","NJ","",0,NA,0,0
"Seaside Heights Police","NJ","NJ0152600",0,14,0,0
"Seaside Park Police","NJ","NJ0152700",0,NA,0,0
"Secaucus Police","NJ","NJ0090900",0,NA,0,0
"Ship Bottom Boro Police","NJ","",0,NA,0,0
"Somerdale Police","NJ","",0,NA,0,0
"Somers Point Police","NJ","NJ0012100",0,NA,0,0
"Somerset County Prosecutors Office","NJ","",0,NA,0,0
"Somerset County Doc","NJ","",0,NA,0,0
"Somerville Police","NJ","NJ0181800",0,NA,0,0
"South Amboy Police","NJ","NJ0122000",0,NA,0,0
"South Bound Brook Police","NJ","",0,NA,0,0
"South Brunswick Township Police","NJ","",0,NA,0,0
"South Orange Police","NJ","NJ0071900",0,NA,0,0
"South Plainfield Police","NJ","NJ0122200",0,NA,0,0
"South River Police","NJ","NJ0122300",0,NA,0,0
"South Toms River Police","NJ","NJ0152900",0,NA,0,0
"Sparta Police","NJ","",0,NA,0,0
"Spotswood Police","NJ","NJ0122400",0,NA,0,0
"Springfield Township Police-Union","NJ","",0,NA,0,0
"Stafford Township Police","NJ","NJ0153000",0,NA,0,0
"Stockton University","NJ","",0,NA,0,0
"Stone Harbor Boro Police","NJ","",0,NA,0,0
"Stratford Boro Police","NJ","",0,NA,0,0
"Summit Police","NJ","NJ0201800",0,NA,0,0
"Surf City Police","NJ","NJ0153100",0,NA,0,0
"Sussex County Sheriff's Dept","NJ","",0,NA,0,0
"Teaneck Police","NJ","NJ0026000",0,NA,0,0
"Tenafly Police","NJ","NJ0026100",0,NA,0,0
"Tewksbury Township Police","NJ","NJ0102400",0,3,0,0
"Tinton Falls Police","NJ","NJ0133600",0,NA,0,0
"Trenton Police","NJ","NJ0111100",3,49,0,0
"Tuckerton Boro Police","NJ","",0,NA,0,0
"Union Beach Police","NJ","NJ0135000",0,NA,0,0
"Union County Police","NJ","NJ0209100",0,NA,0,0
"Union County Prosecutors Office","NJ","",0,NA,0,0
"Union County Sheriffs Office","NJ","",0,NA,0,0
"Union Township Police","NJ","NJ0201900",4,26,0,0
"Upper Saddle River Police","NJ","NJ0026300",0,NA,0,0
"Ventnor Police","NJ","NJ0012200",0,NA,0,0
"Vernon Township Police","NJ","NJ0192200",0,NA,0,0
"Verona Police","NJ","NJ0072000",0,7,0,0
"Vineland Police","NJ","NJ0061400",43,102,0,0
"Voorhees Township Police","NJ","NJ0043400",0,NA,0,0
"Waldwick Police","NJ","NJ0026400",0,NA,0,0
"Wall Township Police","NJ","NJ0135200",0,NA,0,0
"Wallington Police","NJ","NJ0026500",0,NA,0,0
"Wanaque Boro Police","NJ","",0,NA,0,0
"Warren County Prosecutor'S Office","NJ","NJ0218900",0,NA,0,0
"Warren County Department Of Corrections","NJ","",0,NA,0,0
"Warren Township Police Department","NJ","NJ0182000",0,NA,0,0
"Washington Township Police Department-Bergen","NJ","",0,NA,0,0
"Washington Township Police Department-Gloucester","NJ","",0,NA,0,0
"Washington Township Police Department-Morris","NJ","",0,NA,0,0
"Washington Township Police Department-Warren","NJ","",0,NA,0,0
"Watchung Police","NJ","NJ0182100",0,NA,0,0
"Waterford Township Police","NJ","NJ0043500",0,NA,0,0
"Wayne Police","NJ","",0,NA,0,0
"Weehawken Police","NJ","NJ0091100",0,NA,0,0
"West Amwell Township Police","NJ","NJ0102600",0,NA,0,0
"West Caldwell Police","NJ","NJ0072100",0,NA,0,0
"West Deptford Township Police","NJ","",0,NA,0,0
"West Long Branch Police","NJ","NJ0135300",0,NA,0,0
"West Milford Police","NJ","",0,NA,0,0
"West New York Police","NJ","NJ0091200",6,21,0,0
"West Orange Police","NJ","NJ0072200",0,NA,0,0
"West Windsor Township Police","NJ","NJ0111300",0,NA,0,0
"Westampton Township Police","NJ","NJ0033800",0,NA,0,0
"Westfield Police","NJ","NJ0202000",0,NA,0,0
"Westwood Police","NJ","NJ0026700",0,NA,0,0
"Wharton Boro Police","NJ","",0,NA,0,0
"Wildwood Crest Boro Police","NJ","",0,NA,0,0
"Wildwood Police","NJ","NJ0051400",0,NA,0,0
"William Paterson University Police","NJ","",0,NA,0,0
"Willingboro Police","NJ","",0,NA,0,0
"Winfield Police","NJ","NJ0202100",0,1,0,0
"Winslow Township Police","NJ","NJ0043600",0,NA,0,0
"Woodbridge Township Police","NJ","",0,NA,0,0
"Woodbury City Police","NJ","",0,NA,0,0
"Woodcliff Lake Police","NJ","NJ0026800",0,0,0,0
"Woodland Park Boro Police","NJ","",0,NA,0,0
"Woodlynne Police Department","NJ","NJ0043700",0,NA,0,0
"Woodstown Boro Police Department","NJ","",0,NA,0,0
"Woolwich Township Police Department","NJ","",0,NA,0,0
"Wyckoff Township Police Department","NJ","",0,NA,0,0
"Stark County Sheriff's Office","OH","OH0760000",0,NA,0,0
"Washington County Sheriff's Office","OR","OR0340000",0,13,5,0
"Richland Police Department","WA","WA0030200",0,5,0,0
"Brown County Sheriff's Office","WI","WI0050000",0,NA,0,0
"Guilford County Sheriff's Office","NC","NC0410000",4,9,7,0
"Forsyth County Sheriff's Office","GA","GA0580000",6,41,3,0
"Forsyth County Sheriff's Office","NC","NC0340000",1,26,0,0
"Denton Police Department","TX","TX0610200",0,NA,0,0
"Columbia County Sheriff's Office","GA","GA0360000",0,NA,0,0
"Paulding County Sheriff's Office","GA","GA1100000",0,NA,0,0
"Sarpy County Sheriff's Office","NE","NB0770000",0,NA,0,0
"Brazoria County Sheriff's Office","TX","TX0200000",0,NA,0,0
"Lake County Sheriff's Office","IL","IL0490000",1,4,3,0
"Dane County Sheriff's Office","WI","WI0130000",3,13,1,1
"Hernando County Sheriff's Office","FL","FL0270000",0,NA,0,0
"Lane County Sheriff's Office","OR","OR0200000",0,NA,0,0
"Harford County Sheriff's Office","MD","MD0130000",0,NA,0,0
"Okaloosa County Sheriff's Office","FL","FL0460000",0,NA,0,0
"Bend Police Department","OR","OR0090100",0,NA,0,0
"Broward County Sheriff's Office","FL","FL0060000",81,158,10,0
"High Point Police Department","NC","NC0410300",0,NA,0,0
"Spotsylvania County Sheriff's Office","VA","VA0880000",0,NA,0,0
"","","",0,NA,0,0
"Fishers Police Department","IN","IN0290700",0,NA,0,0
"San Angelo Police Department","TX","TX2260100",0,NA,0,0
"Sunrise Police Department","FL","FL0062700",0,NA,0,0
"Yakima County Sheriff's Office","WA","WA0390000",0,NA,0,0
"Fayette County Sheriff's Office","GA","GA0560000",9,67,0,0
"Dorchester County Sheriff's Office","SC","SC0180000",0,NA,0,0
"Pharr Police Department","TX","TX1081100",0,NA,0,0
"Kenosha Police Department","WI","WI0300100",0,NA,0,0
"Lewisville Police Department","TX","TX0610600",0,NA,0,0
"Concord Police Department","NC","NC0130100",0,NA,0,0
"Martin County Sheriff's Office","FL","FL0430000",0,NA,0,0
"Thurston County Sheriff's Office","WA","WA0340000",0,NA,0,0
"Conroe Police Department","TX","TX1700100",0,NA,0,0
"Jackson County Sheriff's Office","MI","MI3813800",0,NA,0,0
"Georgetown Police Department","TX","TX2460200",0,NA,0,0
"Yuma County Sheriff's Office","AZ","AZ0140000",0,NA,0,0
"Santa Fe County Sheriff's Office","NM","NM0260000",0,NA,0,0
"Madison County Sheriff's Office","NY","NY0260000",0,0,0,0
"St. Clair County Sheriff's Office","MI","MI7417400",0,NA,0,0
"Boca Raton Police Department","FL","FL0500200",0,NA,0,0
"Union County Sheriff's Office","NC","NC0900000",0,NA,0,0
"Lake Charles Police Department","LA","LA0100200",0,NA,0,0
"Lowndes County Sheriff's Office","GA","GA0920000",0,NA,0,0
"Franklin County Sheriff's Office","VA","VA0330000",0,NA,0,0
"Washington County Sheriff's Office","AR","AR0720000",0,NA,0,0
"Grand Traverse County Sheriff's Office","MI","MI2812800",0,NA,0,0
"Eaton County Sheriff's Office","MI","MI2312300",0,NA,0,0
"Richland County Sheriff's Office","OH","OH0700000",0,NA,0,0
"Cayuga County Sheriff's Office","NY","NY0050000",0,NA,0,0
"Florence County Sheriff's Office","SC","SC0210000",0,NA,0,0
"Bulloch County Sheriff's Office","GA","GA0160000",0,NA,0,0
"Queen Anne'S County Sheriff's Office","MD","MD0180000",0,NA,0,0
"St. Croix County Sheriff's Office","WI","WI0560000",0,NA,0,0
"Putnam County Sheriff's Office","FL","FL0540000",0,NA,0,0
"Wayne County Sheriff's Office","NY","NY0580000",0,NA,0,0
"Shawnee County Sheriff's Office","KS","KS0890000",0,NA,0,0
"Kennebec County Sheriff's Office","ME","ME0060000",0,NA,0,0
"Monroe County Sheriff's Office","FL","FL0440000",0,NA,0,0
"Columbia County Sheriff's Office","FL","FL0120000",0,NA,0,0
"Campbell County Sheriff's Office","VA","VA0160000",0,NA,0,0
"Clermont County Sheriff's Office","OH","OH0130000",0,NA,0,0
"Fall River Police Department","MA","MA0030800",0,NA,0,0
"Polk County Sheriff's Office","FL","FL0530000",0,NA,0,0
"Rockingham County Sheriff's Office","VA","VA0820000",0,NA,0,0
"Washtenaw County Sheriff's Office","MI","MI8118100",0,NA,0,0
"Walton County Sheriff's Office","FL","FL0660000",0,NA,0,0
"Ashtabula County Sheriff's Office","OH","OH0040000",0,NA,0,0
"Valencia County Sheriff's Office","NM","NM0320000",0,NA,0,0
"Kane County Sheriff's Office","IL","IL0450000",0,NA,0,0
"Lafayette Parish Sheriff's Office","LA","LA0280000",0,NA,0,0
"Yakima Police Department","WA","WA0390500",0,NA,0,0
"Missoula County Sheriff's Office","MT","MT0320000",0,NA,0,0
"Warren County Sheriff's Office","NY","NY0560000",0,NA,0,0
"St. Lucie County Sheriff's Office","FL","FL0560000",0,NA,0,0
"Washoe County Sheriff's Office","NV","NV0160000",0,NA,0,0
"San Juan County Sheriff's Office","NM","NM0240000",0,NA,0,0
"Niagara County Sheriff's Office","NY","NY0310000",0,NA,0,0
"Otsego County Sheriff's Office","NY","NY0380000",0,2,0,0
"Summit County Sheriff's Office","OH","OH0770000",0,NA,0,0
"Yavapai County Sheriff's Office","AZ","AZ0130000",0,NA,0,0
"Lafayette Police Department","IN","IN0790100",0,NA,0,0
"Ontario County Sheriff's Office","NY","NY0340000",0,NA,0,0
"Mesa County Sheriff's Office","CO","CO0390000",0,NA,0,0
"Cumberland County Sheriff's Office","ME","ME0030000",0,NA,0,0
"Montgomery County Sheriff's Office","KY","KY0870000",0,NA,0,0
"Pender County Sheriff's Office","NC","NC0710000",0,NA,0,0
"Beaufort County Sheriff's Office","SC","SC0070000",1,6,0,0
"Pueblo County Sheriff's Office","CO","CO0510000",0,NA,0,0
"Albemarle County Sheriff's Office","VA","VA0020000",0,NA,0,0
"Sheboygan County Sheriff's Office","WI","WI0600000",0,NA,0,0
"Lancaster County Sheriff's Office","SC","SC0290000",0,NA,0,0
"Frederick City Police Dept","MD","MD0110300",0,NA,0,0
"Gaston County Police Dept","NC","NC0360500",0,NA,0,0
"Grayson County Sheriff's Office","TX","TX0910000",0,NA,0,0
"Lee'S Summit Police Dept","MO","MO0480800",0,NA,0,0
"Mason County Sheriff's Office","WA","WA0230000",0,NA,0,0
"Weber County Sheriff's Office","UT","UT0290000",0,NA,0,0
"Lafourche Parish Sheriff's Office","LA","LA0290000",1,2,0,0
"Jefferson County Sheriff's Office","NY","NY0220000",0,NA,0,0
"Allegan County Sheriff's Office","MI","MI0310300",0,NA,0,0
"Cameron County Sheriff's Office","TX","TX0310000",0,NA,0,0
"Washington County Sheriff's Office","MN","MN0820000",0,NA,0,0
"Melbourne Police Department","FL","FL0050700",0,NA,0,0
"Franklin County Sheriff's Office","TN","TN0260000",0,NA,0,0
"Parma Police Department","OH","OH0184200",0,NA,0,0
"Danbury Police Department","CT","CT0003400",0,NA,0,0
"Berkeley County Sheriff's Office","SC","SC0080000",0,NA,0,0
"Johnson County Sheriff's Office","TX","TX1260000",0,NA,0,0
"Georgetown County Sheriff's Office","SC","SC0220000",0,NA,0,0
"Pulaski County Sheriff's Office","KY","KY1000000",0,NA,0,0
"Portage County Sheriff's Office","OH","OH0670000",0,NA,0,0
"St. John The Baptist Parish Sheriff's Office","LA","LA0480000",0,NA,0,0
"Nampa Police Department","ID","ID0140200",0,NA,0,0
"Mobile County Sheriff's Office","AL","AL0020000",0,NA,0,0
"Penobscot County Sheriff's Office","ME","ME0100000",0,NA,0,0
"Tarrant County Sheriff's Office","TX","TX2200000",0,NA,0,0
"Livingston Parish Sheriff's Office","LA","LA0320000",0,NA,0,0
"Catoosa County Sheriff's Office","GA","GA0230000",0,NA,0,0
"Orange County Sheriff's Office","NC","NC0680000",0,NA,0,0
"Anderson County Sheriff's Office","SC","SC0040000",0,NA,0,0
"Hood County Sheriff's Office","TX","TX1110000",0,NA,0,0
"Deschutes County Sheriff's Office","OR","OR0090000",0,NA,0,0
"Lucas County Sheriff's Office","OH","OH0480000",0,NA,0,0
"Marathon County Sheriff's Office","WI","WI0370000",0,NA,0,0
"Muskingum County Sheriff's Office","OH","OH0600000",0,NA,0,0
"Multnomah County Sheriff's Office","OR","OR0260000",0,NA,0,0
"Longmont Police Department","CO","CO0070400",0,NA,0,0
"Lorain County Sheriff's Office","OH","OH0470000",0,NA,0,0
"Scranton Police Department","PA","PA0350400",0,NA,0,0
"Nash County Sheriff's Office","NC","NC0640000",0,NA,0,0
"Randolph County Sheriff's Office","NC","NC0760000",0,NA,0,0
"Whatcom County Sheriff's Office","WA","WA0370000",0,NA,0,0
"Medford Police Department","OR","OR0150400",0,NA,0,0
"Clark County Sheriff's Office","WA","WA0060000",0,NA,0,0
"Cambridge Police Department","MA","MA0091100",0,NA,0,0
"Mohave County Sheriff","AZ","AZ0080000",0,NA,0,0
"Harnett County Sheriff","NC","NC0430000",0,NA,0,0
"Butler County Sheriff","OH","OH0090000",0,NA,0,0
"Miami Beach Police Department","FL","FL0130700",0,NA,0,0
"Carteret County Sheriff","NC","NC0160000",0,NA,0,0
"Cattaraugus County Sheriff's Office","NY","NY0040000",0,NA,0,0
"St. George Police Department","UT","UT0270100",0,NA,0,0
"Cheektowaga Police Department","NY","NY0145500",1,2,0,0
"Burke County Sheriff's Office","NC","NC0120000",0,NA,0,0
"Sullivan County Sheriff's Office","NY","NY0520000",0,NA,0,0
